idx,inchi_key,smiles,cf_kingdom,cf_superclass,cf_class,cf_subclass,cf_direct_parent,npc_class_results,npc_superclass_results,npc_pathway_results,npc_isglycoside,kmedoid_10,kmedoid_20,kmedoid_25,kmedoid_30,kmedoid_35,kmedoid_40,kmedoid_45,kmedoid_50,kmedoid_100
1033,OTYODNIZJWSDRE-INIZCTEOSA-N,CCCc1cc(=O)oc2c3CCC(C)(C)Oc3cc(OCC(=O)N4CCC[C@H]4C(=O)O)c12,Organic_compounds,Phenylpropanoids_and_polyketides,Coumarins_and_derivatives,Pyranocoumarins,Angular_pyranocoumarins,Simple_coumarins,Coumarins,Shikimates_and_Phenylpropanoids,0,KM_2,KM_18,KM_18,KM_18,KM_1,KM_29,KM_9,KM_18,KM_66
1034,RAXNGZMLLUDZAC-KGLIPLIRSA-N,Cc1c(CC(=O)N2C[C@H]3C[C@@H](C2)c4cccc(=O)n4C3)c(=O)oc5cc(O)c(Cl)cc15,Organic_compounds,Alkaloids_and_derivatives,Lupin_alkaloids,Cytisine_and_derivatives,Cytisine_and_derivatives,Pyridine_alkaloids;_Quinolizidine_alkaloids;_Simple_coumarins,Lysine_alkaloids;_Nicotinic_acid_alkaloids;_Coumarins,Alkaloids;_Shikimates_and_Phenylpropanoids,0,KM_8,KM_12,KM_22,KM_8,KM_29,KM_8,KM_2,KM_46,KM_59
1035,LETKKDJDILSMMC-UHFFFAOYSA-N,Cc1c(CCC(=O)NC2CC2)c(=O)oc3cc(O)ccc13,Organic_compounds,Phenylpropanoids_and_polyketides,Coumarins_and_derivatives,Hydroxycoumarins,7-hydroxycoumarins,Simple_coumarins,Coumarins,Shikimates_and_Phenylpropanoids,0,KM_7,KM_8,KM_13,KM_20,KM_25,KM_20,KM_7,KM_20,KM_20
1036,LWAZYQRMPVPLEJ-ZEQRLZLVSA-N,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)n2c(=O)[nH]c3ccccc3c2=O)C(=O)N4CCC(CC4)C(=O)O,Organic_compounds,Organic_acids_and_derivatives,Carboxylic_acids_and_derivatives,"Amino_acids,_peptides,_and_analogues",Leucine_and_derivatives,,,Amino_acids_and_Peptides,0,KM_1,KM_9,KM_12,KM_24,KM_26,KM_39,KM_44,KM_44,KM_50
1037,CNIUVGDERFOWJH-MSOLQXFVSA-N,Cc1c(OCC(=O)N2C[C@H]3C[C@@H](C2)c4cccc(=O)n4C3)ccc5c6CCCCc6c(=O)oc15,Organic_compounds,Alkaloids_and_derivatives,Lupin_alkaloids,Cytisine_and_derivatives,Cytisine_and_derivatives,Pyridine_alkaloids;_Quinolizidine_alkaloids,Lysine_alkaloids;_Nicotinic_acid_alkaloids,Alkaloids,0,KM_8,KM_8,KM_11,KM_14,KM_14,KM_10,KM_12,KM_47,KM_47
1038,AUVNQHSNKVZPBG-XMMPIXPASA-N,OC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)COc3ccc4c(cc(=O)oc4c3)c5ccccc5,Organic_compounds,Phenylpropanoids_and_polyketides,Neoflavonoids,Neoflavones,Neoflavones,,,Shikimates_and_Phenylpropanoids,0,KM_9,KM_7,KM_21,KM_29,KM_34,KM_4,KM_41,KM_29,KM_81
1039,HPSPCMSCDNHZJM-CHHVJCJISA-N,COc1cc(/C=C/2\Oc3cc(O)ccc3C2=O)ccc1O,Organic_compounds,Phenylpropanoids_and_polyketides,Aurone_flavonoids,,Aurone_flavonoids,Aurones,Flavonoids,Shikimates_and_Phenylpropanoids,0,KM_6,KM_6,KM_6,KM_6,KM_11,KM_6,KM_6,KM_9,KM_97
1040,FFVRRQMGGGTQRH-DTPILHQWSA-N,CC[C@@H]1CN(C)[C@H]2Cc3c([nH]c4ccccc34)C(=O)C[C@@H]1[C@@H]2C(=O)OC,Organic_compounds,Alkaloids_and_derivatives,Vobasan_alkaloids,,Vobasan_alkaloids,Corynanthe_type,Tryptophan_alkaloids,Alkaloids,0,KM_9,KM_4,KM_4,KM_4,KM_4,KM_4,KM_4,KM_4,KM_22
1041,JTQLALMTODKNTM-GOSISDBHSA-N,Cc1c(CC(=O)NCC(=O)N[C@H](Cc2ccccc2)C(=O)O)c(=O)oc3cc(O)ccc13,Organic_compounds,Organic_acids_and_derivatives,Carboxylic_acids_and_derivatives,"Amino_acids,_peptides,_and_analogues",Dipeptides,Simple_coumarins,Coumarins,Shikimates_and_Phenylpropanoids,0,KM_1,KM_11,KM_13,KM_20,KM_25,KM_20,KM_7,KM_20,KM_20
1042,OZHSNSQCAVMKSS-UHFFFAOYSA-N,COCOc1ccc(cc1)c2cc(=O)c3c(O)cc(OCOC)cc3o2,Organic_compounds,Phenylpropanoids_and_polyketides,Flavonoids,Flavones,Flavones,Flavones,Flavonoids,Shikimates_and_Phenylpropanoids,0,KM_6,KM_6,KM_6,KM_6,KM_11,KM_25,KM_18,KM_6,KM_48
1043,WNQNTECUIRKYRA-UHFFFAOYSA-N,CC(Oc1ccc2c(cc(=O)oc2c1)c3ccccc3)C(=O)NCc4ccccn4,Organic_compounds,Phenylpropanoids_and_polyketides,Neoflavonoids,Neoflavones,Neoflavones,Simple_coumarins,Coumarins,Shikimates_and_Phenylpropanoids,0,KM_1,KM_9,KM_12,KM_24,KM_18,KM_39,KM_42,KM_33,KM_98
1044,VHBFFQKBGNRLFZ-UHFFFAOYSA-N,O=c1cc(oc2ccccc12)c3ccccc3,Organic_compounds,Phenylpropanoids_and_polyketides,Flavonoids,Flavones,Flavones,Flavones,Flavonoids,Shikimates_and_Phenylpropanoids,0,KM_6,KM_10,KM_6,KM_6,KM_15,KM_11,KM_11,KM_11,KM_11
1045,ZDTDTQOXWAEZGP-BDTNDASRSA-N,CSCC[C@H](NC(=O)[C@H](Cc1ccccc1)n2c(=O)[nH]c3ccccc3c2=O)C(=O)N4CCC[C@@H]4C(=O)O,Organic_compounds,Organic_acids_and_derivatives,Carboxylic_acids_and_derivatives,"Amino_acids,_peptides,_and_analogues",Oligopeptides,Dipeptides,Small_peptides,Amino_acids_and_Peptides,0,KM_1,KM_9,KM_12,KM_24,KM_26,KM_39,KM_44,KM_44,KM_50
1046,UOJYPYWTHKIZNC-UHFFFAOYSA-N,CCCc1cc(=O)oc2cc(C)cc(OCC(=O)N3CCC(CC3)C(=O)O)c12,Organic_compounds,Phenylpropanoids_and_polyketides,Coumarins_and_derivatives,,Coumarins_and_derivatives,Simple_coumarins,Coumarins,Shikimates_and_Phenylpropanoids,0,KM_2,KM_14,KM_16,KM_27,KM_27,KM_31,KM_16,KM_31,KM_27
1047,OGAYRHSSFLMCEZ-UHFFFAOYSA-N,Cc1cc(=O)oc2c3CCC(C)(C)Oc3cc(OCC(=O)N4CCC(CC4)C(=O)O)c12,Organic_compounds,Phenylpropanoids_and_polyketides,Coumarins_and_derivatives,Pyranocoumarins,Angular_pyranocoumarins,Simple_coumarins,Coumarins,Shikimates_and_Phenylpropanoids,0,KM_2,KM_14,KM_16,KM_27,KM_27,KM_18,KM_14,KM_1,KM_24
1048,NFWSBXVVYKGQEX-IBGZPJMESA-N,Cc1c(CCC(=O)N2CCC[C@H]2C(=O)O)c(=O)oc3c(C)c4oc5CCCCc5c4cc13,Organic_compounds,Phenylpropanoids_and_polyketides,Coumarins_and_derivatives,Furanocoumarins,Psoralens,Simple_coumarins,Coumarins,Shikimates_and_Phenylpropanoids,0,KM_9,KM_15,KM_17,KM_11,KM_9,KM_7,KM_30,KM_24,KM_39
1049,WUJKEABPANBOBA-UHFFFAOYSA-N,CC(C)NC(=O)NCCCCCCS(=O)C,Organic_compounds,Organic_acids_and_derivatives,Organic_carbonic_acids_and_derivatives,Ureas,Ureas,,,Alkaloids,0,KM_0,KM_17,KM_14,KM_0,KM_32,KM_32,KM_39,KM_32,KM_35
1050,LZHWTBSLFVCYEU-IGWRFXAISA-N,CCC(C)[C@H](NC(=O)[C@@H]1Cc2c([nH]c3ccccc23)C4N1C(=O)c5ccccc45)C(=O)NCC6CCCO6,Organic_compounds,Organic_acids_and_derivatives,Carboxylic_acids_and_derivatives,"Amino_acids,_peptides,_and_analogues",Dipeptides,Carboline_alkaloids,Tryptophan_alkaloids,Alkaloids,0,KM_6,KM_18,KM_18,KM_18,KM_1,KM_16,KM_1,KM_8,KM_74
1051,KYFNDZKGBWQQJH-UHFFFAOYSA-N,[O-][N+](=O)c1cccc(c1)S(=O)(=O)N2CCCCC2c3cccnc3,Organic_compounds,Benzenoids,Benzene_and_substituted_derivatives,Benzenesulfonamides,Benzenesulfonamides,Pyridine_alkaloids,Nicotinic_acid_alkaloids,Alkaloids,0,KM_4,KM_16,KM_5,KM_15,KM_8,KM_5,KM_32,KM_28,KM_65
1052,FBNICBOQSVVXBF-UABZWUPPSA-N,COc1ccc2[nH]c3c(CCN4C(=O)N([C@@H](C)C(=O)NC5CCCCC5C)C(=O)[C@@]43C)c2c1,Organic_compounds,Organic_acids_and_derivatives,Carboxylic_acids_and_derivatives,"Amino_acids,_peptides,_and_analogues",Dipeptides,Carboline_alkaloids,Tryptophan_alkaloids,Alkaloids,0,KM_9,KM_4,KM_4,KM_4,KM_4,KM_4,KM_4,KM_4,KM_86
1053,GSYNRNQTBJWZIV-UAPYVXQJSA-N,Cc1c(OCC(=O)NC[C@H]2CC[C@@H](CC2)C(=O)O)ccc3c(cc(=O)oc13)c4ccccc4,Organic_compounds,Phenylpropanoids_and_polyketides,Neoflavonoids,Neoflavones,Neoflavones,Simple_coumarins,Coumarins,Shikimates_and_Phenylpropanoids,0,KM_1,KM_18,KM_17,KM_16,KM_20,KM_14,KM_15,KM_32,KM_84
1054,ZEEDZJJOWWIIFH-UHFFFAOYSA-N,COc1cc2cccc(OC)c(=O)c2c(OC)c1OC,Organic_compounds,Hydrocarbon_derivatives,Tropones,,Tropones,,,,0,KM_2,KM_14,KM_16,KM_27,KM_27,KM_31,KM_16,KM_31,KM_27
1055,FZEYVTFCMJSGMP-UHFFFAOYSA-N,Oc1c2ccccc2nc3ccccc13,Organic_compounds,Organoheterocyclic_compounds,Quinolines_and_derivatives,Benzoquinolines,Acridones,Acridone_alkaloids;_Quinazoline_alkaloids,Anthranilic_acid_alkaloids,Alkaloids,0,KM_0,KM_16,KM_5,KM_26,KM_5,KM_36,KM_36,KM_36,KM_9
1056,JSDINJGUOLGFLA-CVEARBPZSA-N,Cc1c(O)ccc2c(C)c(CC(=O)N3C[C@H]4C[C@@H](C3)c5cccc(=O)n5C4)c(=O)oc12,Organic_compounds,Alkaloids_and_derivatives,Lupin_alkaloids,Cytisine_and_derivatives,Cytisine_and_derivatives,Simple_coumarins,Coumarins,Shikimates_and_Phenylpropanoids,0,KM_8,KM_17,KM_14,KM_8,KM_29,KM_8,KM_2,KM_46,KM_59
1057,QMNUDYFKZYBWQX-UHFFFAOYSA-N,Oc1ncnc2ccccc12,Organic_compounds,Organoheterocyclic_compounds,Diazanaphthalenes,Benzodiazines,Quinazolines,Quinazoline_alkaloids,Anthranilic_acid_alkaloids,Alkaloids,0,KM_0,KM_0,KM_15,KM_28,KM_28,KM_33,KM_0,KM_0,KM_0
1058,YZWBXGMMZOEBAN-UHFFFAOYSA-N,CCCCCCCCCCCCCCCC(=O)NCCc1c[nH]c2ccccc12,Organic_compounds,Organoheterocyclic_compounds,Indoles_and_derivatives,Indoles,3-alkylindoles,N-acyl_amines,Fatty_amides,Fatty_acids,0,KM_4,KM_5,KM_7,KM_22,KM_32,KM_32,KM_39,KM_38,KM_91
1059,VQQVWGVXDIPORV-UHFFFAOYSA-N,O=C1c2ccccc2-n3c1nc4ccccc4c3=O,Organic_compounds,Organoheterocyclic_compounds,Diazanaphthalenes,Benzodiazines,Indoloquinazolines,Quinazoline_alkaloids,Anthranilic_acid_alkaloids,Alkaloids,0,KM_4,KM_0,KM_15,KM_11,KM_9,KM_33,KM_5,KM_7,KM_80
1060,ZNHNNRQMRNHUFB-MAQSHJDHSA-N,CC(=O)O[C@@H]1/C/2=C(\C)/[C@H](C[C@@](O)([C@@H](OC(=O)c3ccccc3)C4[C@@]5(CO[C@@H]5C[C@H](O)[C@@]4(C)C1=O)OC(=O)C)C2(C)C)OC(=O)[C@H](O)[C@@H](NC(=O)Cc6ccccc6)c7ccccc7,Organic_compounds,Lipids_and_lipid-like_molecules,Prenol_lipids,Diterpenoids,Taxanes_and_derivatives,Taxane_diterpenoids,Diterpenoids,Terpenoids,0,KM_9,KM_15,KM_17,KM_16,KM_22,KM_1,KM_26,KM_2,KM_40
1061,JDIORNFCMMYMLF-UHFFFAOYSA-N,COc1cc(O)c2c(=O)c3c(O)ccc(O)c3oc2c1,Organic_compounds,Organoheterocyclic_compounds,Benzopyrans,1-benzopyrans,Xanthones,Methyl_xanthones;_Plant_xanthones,Xanthones,Polyketides,0,KM_2,KM_18,KM_18,KM_18,KM_1,KM_16,KM_1,KM_8,KM_66
1062,CWOYLIJQLSNRRN-UHFFFAOYSA-N,CC1=NCCc2c1[nH]c3ccccc23,Organic_compounds,Alkaloids_and_derivatives,Harmala_alkaloids,,Harmala_alkaloids,Carboline_alkaloids,Tryptophan_alkaloids,Alkaloids,0,KM_4,KM_5,KM_7,KM_7,KM_32,KM_32,KM_39,KM_34,KM_8
1063,NLPKYNVMNXDITR-UHFFFAOYSA-N,Cc1c(O)ccc2c(C)c(CCC(=O)NCCCN3CCCC3=O)c(=O)oc12,Organic_compounds,Phenylpropanoids_and_polyketides,Coumarins_and_derivatives,Hydroxycoumarins,7-hydroxycoumarins,Simple_coumarins,Coumarins,Shikimates_and_Phenylpropanoids,0,KM_2,KM_8,KM_11,KM_14,KM_14,KM_10,KM_12,KM_15,KM_20
1064,OOJCKCNYTLTQGT-UHFFFAOYSA-N,CCC1NC(Cc2c1[nH]c3ccccc23)C(=O)O,Organic_compounds,Alkaloids_and_derivatives,Harmala_alkaloids,,Harmala_alkaloids,Carboline_alkaloids,Tryptophan_alkaloids,Alkaloids,0,KM_9,KM_4,KM_4,KM_22,KM_4,KM_4,KM_4,KM_4,KM_16
1065,QSGZRSBPMIEJQQ-UHFFFAOYSA-N,CCOc1c2ccoc2nc3c(OC)c(OC)ccc13,Organic_compounds,Organoheterocyclic_compounds,Quinolines_and_derivatives,Furanoquinolines,Furanoquinolines,Quinoline_alkaloids,Tryptophan_alkaloids;_Anthranilic_acid_alkaloids,Alkaloids,0,KM_6,KM_18,KM_18,KM_18,KM_1,KM_16,KM_1,KM_8,KM_66
1066,UKWLNMIPRJLYGH-UHFFFAOYSA-N,COc1ccc2c(=O)c(coc2c1)c3ccc(OC)c(OC)c3,Organic_compounds,Phenylpropanoids_and_polyketides,Isoflavonoids,O-methylated_isoflavonoids,7-O-methylisoflavones,Isoflavones,Isoflavonoids,Shikimates_and_Phenylpropanoids,0,KM_6,KM_6,KM_6,KM_6,KM_11,KM_6,KM_6,KM_9,KM_97
1067,GUTXMPQWQSOAIY-UHFFFAOYSA-N,OC(=O)C(CSSCC(NC(=O)c1ccccc1)C(=O)O)NC(=O)c2ccccc2,Organic_compounds,Benzenoids,Benzene_and_substituted_derivatives,Benzoic_acids_and_derivatives,Hippuric_acids,Dipeptides,Small_peptides,Amino_acids_and_Peptides,0,KM_5,KM_3,KM_3,KM_3,KM_3,KM_3,KM_3,KM_3,KM_75
1068,DDMAUIOCNQXFHL-AWEZNQCLSA-N,COc1cc2OC[C@H](Cc2c(OC)c1CC=C(C)C)c3ccc(O)cc3O,Organic_compounds,Phenylpropanoids_and_polyketides,Isoflavonoids,O-methylated_isoflavonoids,7-O-methylated_isoflavonoids,Isoflavanones,Isoflavonoids,Shikimates_and_Phenylpropanoids,0,KM_7,KM_11,KM_20,KM_10,KM_15,KM_11,KM_11,KM_11,KM_41
1069,FTCCLANRGJOUKX-UHFFFAOYSA-N,COc1ccc2c(c1)oc(=O)c3cc(OC)ccc32,Organic_compounds,Phenylpropanoids_and_polyketides,Coumarins_and_derivatives,,Coumarins_and_derivatives,,Coumarins,Shikimates_and_Phenylpropanoids,0,KM_6,KM_1,KM_24,KM_5,KM_30,KM_15,KM_38,KM_34,KM_18
1070,FWAYSZFKUFWCRV-KXBFYZLASA-N,COc1ccccc1CNC(=O)[C@H](C)NC(=O)C2CCN(CC2)C(=O)[C@@H](N)C(C)C,Organic_compounds,Organic_acids_and_derivatives,Peptidomimetics,Hybrid_peptides,Hybrid_peptides,Tripeptides,Small_peptides,Amino_acids_and_Peptides,0,KM_5,KM_1,KM_1,KM_1,KM_10,KM_21,KM_10,KM_12,KM_78
1071,AEFNHJDBIBMLSP-CGVRRFLZSA-N,COc1cccc(c1)C2N3[C@@H](Cc4c2[nH]c5ccccc45)C(=O)N(C3=O)c6ccccc6C(=O)N7CCCC7C(=O)O,Organic_compounds,Organoheterocyclic_compounds,Indoles_and_derivatives,Pyridoindoles,Beta_carbolines,Carboline_alkaloids,Tryptophan_alkaloids,Alkaloids,0,KM_9,KM_15,KM_17,KM_16,KM_20,KM_14,KM_8,KM_26,KM_19
1072,RSGRSUVVCYUKLM-XFFZJAGNSA-N,CC(C)C1NC(=O)/C(=C/c2[nH]cnc2C(C)(C)C=C)/NC1=O,Organic_compounds,Organic_acids_and_derivatives,Carboxylic_acids_and_derivatives,"Amino_acids,_peptides,_and_analogues",Alpha_amino_acids_and_derivatives,Imidazole_alkaloids,Histidine_alkaloids,Alkaloids,0,KM_8,KM_17,KM_14,KM_12,KM_21,KM_2,KM_28,KM_22,KM_69
1073,LHFYUFSFCQDQKD-UHFFFAOYSA-N,Cc1cc(=O)oc2c3CCC(C)(C)Oc3cc(OCC(=O)NCCCn4ccnc4)c12,Organic_compounds,Phenylpropanoids_and_polyketides,Coumarins_and_derivatives,Pyranocoumarins,Angular_pyranocoumarins,Simple_coumarins,Coumarins,Shikimates_and_Phenylpropanoids,0,KM_1,KM_18,KM_18,KM_18,KM_1,KM_29,KM_9,KM_18,KM_66
1074,HWZNOCCEAGAHOW-WBMJQRKESA-N,C[C@@H](NC(=O)[C@@H]1Cc2ccccc2CN1)C(=O)Nc3ccc4OCOc4c3,Organic_compounds,Organic_acids_and_derivatives,Carboxylic_acids_and_derivatives,"Amino_acids,_peptides,_and_analogues",Dipeptides,,,,0,KM_4,KM_5,KM_7,KM_15,KM_32,KM_32,KM_39,KM_28,KM_80
1075,PNNCHGGNVYMJRW-UHFFFAOYSA-N,CCc1cc(=O)oc2c3CCC(C)(C)Oc3cc(OCC(=O)NCc4cccnc4)c12,Organic_compounds,Phenylpropanoids_and_polyketides,Coumarins_and_derivatives,Pyranocoumarins,Angular_pyranocoumarins,Simple_coumarins,Coumarins,Shikimates_and_Phenylpropanoids,0,KM_7,KM_11,KM_19,KM_17,KM_17,KM_17,KM_20,KM_17,KM_26
1076,NYNOIMNCLKTWCG-WBAXXEDZSA-N,COC(=O)C1=CO[C@@H](C)[C@@H]2CN(CCc3c[nH]c4ccccc34)CC[C@@H]21,Organic_compounds,Organoheterocyclic_compounds,Indoles_and_derivatives,Tryptamines_and_derivatives,Tryptamines_and_derivatives,Corynanthe_type;_Ergot_alkaloids;_Simple_indole_alkaloids,Tryptophan_alkaloids,Alkaloids,0,KM_4,KM_5,KM_7,KM_22,KM_32,KM_32,KM_39,KM_38,KM_91
1077,HIZCPPBNXYKCPR-UHFFFAOYSA-N,Cc1c(C)c2c(OCC(=O)NC3CC3)cc4OC(C)(C)CCc4c2oc1=O,Organic_compounds,Phenylpropanoids_and_polyketides,Coumarins_and_derivatives,Pyranocoumarins,Angular_pyranocoumarins,Pyranocoumarins;_Simple_coumarins,Coumarins,Shikimates_and_Phenylpropanoids,0,KM_7,KM_11,KM_19,KM_17,KM_17,KM_17,KM_20,KM_17,KM_26
1078,HMODSEUUTCJCOO-AOMKIAJQSA-N,CCc1cc(=O)oc2cc(OCC(=O)N3CC[C@@]4(O)CCCC[C@H]4C3)ccc12,Organic_compounds,Phenylpropanoids_and_polyketides,Coumarins_and_derivatives,,Coumarins_and_derivatives,Simple_coumarins,Coumarins,Shikimates_and_Phenylpropanoids,0,KM_2,KM_14,KM_16,KM_27,KM_27,KM_31,KM_16,KM_27,KM_71
1079,FPMPOFBEYSSYDQ-AUVZEZIHSA-N,CC(C)CNC(=O)/C=C/C=C/CCCCCC\C=C\c1ccc2OCOc2c1,Organic_compounds,Organoheterocyclic_compounds,Benzodioxoles,,Benzodioxoles,,,,0,KM_7,KM_11,KM_20,KM_10,KM_33,KM_26,KM_31,KM_42,KM_51
1080,BAXWAFNJUDITDD-UHFFFAOYSA-N,COc1ccc(cc1)c2cc(=O)oc3cc(OC(C)C(=O)NC(Cc4c[nH]c5ccc(O)cc45)C(=O)O)ccc23,Organic_compounds,Phenylpropanoids_and_polyketides,Neoflavonoids,Neoflavones,Neoflavones,,,Shikimates_and_Phenylpropanoids,0,KM_9,KM_4,KM_4,KM_4,KM_31,KM_24,KM_24,KM_24,KM_31
1081,OOCLJYAMEFPTPK-OIQMFWTRSA-N,COc1ccc(/C=C/2\Oc3cc(OCC(=O)N4CCC[C@H]4C(=O)O)ccc3C2=O)c(OC)c1,Organic_compounds,Phenylpropanoids_and_polyketides,Aurone_flavonoids,,Aurone_flavonoids,,,,0,KM_6,KM_6,KM_6,KM_6,KM_6,KM_6,KM_18,KM_6,KM_72
1082,BLKPFCUMGVQKSL-UHFFFAOYSA-N,CCc1cc2c(cc(=O)oc2cc1OC(C)C(=O)NCC3CCC(CC3)C(=O)O)c4ccccc4,Organic_compounds,Phenylpropanoids_and_polyketides,Neoflavonoids,Neoflavones,Neoflavones,Simple_coumarins,Coumarins,Shikimates_and_Phenylpropanoids,0,KM_1,KM_9,KM_12,KM_24,KM_26,KM_39,KM_44,KM_44,KM_50
1083,XSVFTXATTVTBKY-UHFFFAOYSA-N,Cc1c(C)c2c(OCC(=O)NCC(O)c3ccccc3)cc4OC(C)(C)CCc4c2oc1=O,Organic_compounds,Phenylpropanoids_and_polyketides,Coumarins_and_derivatives,Pyranocoumarins,Angular_pyranocoumarins,Simple_coumarins,Coumarins,Shikimates_and_Phenylpropanoids,0,KM_2,KM_14,KM_19,KM_17,KM_17,KM_17,KM_20,KM_17,KM_79
1084,JRXKUVRBGCRRCI-CABCVRRESA-N,COc1cc2oc(=O)c(CC(=O)N3C[C@H]4C[C@@H](C3)c5cccc(=O)n5C4)c(C)c2cc1Cl,Organic_compounds,Alkaloids_and_derivatives,Lupin_alkaloids,Cytisine_and_derivatives,Cytisine_and_derivatives,Pyridine_alkaloids;_Quinolizidine_alkaloids,Lysine_alkaloids;_Nicotinic_acid_alkaloids,Alkaloids,0,KM_1,KM_9,KM_12,KM_24,KM_26,KM_39,KM_44,KM_44,KM_50
1085,FJAQNRBDVKIIKK-UHFFFAOYSA-N,COC1C(OC(=O)c2ccc(C)[nH]2)C(O)C(Oc3ccc4c(O)c(NC(=O)c5ccc(O)c(CC=C(C)C)c5)c(=O)oc4c3Cl)OC1(C)C,Organic_compounds,Phenylpropanoids_and_polyketides,Coumarins_and_derivatives,Coumarin_glycosides,Coumarin_glycosides,Simple_coumarins,Coumarins,Shikimates_and_Phenylpropanoids,1,KM_8,KM_8,KM_11,KM_14,KM_14,KM_10,KM_12,KM_47,KM_47
1086,BWFHQDZLUXJFDT-DIMJTDRSSA-N,CCc1ccccc1NC(=O)[C@@H]2CCC(=O)N2C3OC(=O)c4ccccc34,Organic_compounds,Organic_acids_and_derivatives,Carboxylic_acids_and_derivatives,"Amino_acids,_peptides,_and_analogues",Proline_and_derivatives,,,,0,KM_7,KM_0,KM_15,KM_28,KM_28,KM_28,KM_40,KM_40,KM_67
1087,SBUXRMKDJWEXRL-ROUUACIJSA-N,CC[C@@H]1N2[C@@H](Cc3c1[nH]c4ccccc34)C(=O)N(C2=O)c5ccc(F)cc5,Organic_compounds,Organoheterocyclic_compounds,Indoles_and_derivatives,Pyridoindoles,Beta_carbolines,Carboline_alkaloids,Tryptophan_alkaloids,Alkaloids,0,KM_5,KM_4,KM_24,KM_5,KM_30,KM_15,KM_38,KM_34,KM_15
1088,DOMWJOMKBNBKDW-LALCZMHNSA-N,CCC(C)[C@H](NC(=O)[C@@H]1Cc2ccccc2CN1)C(=O)NCc3ccc(OC)cc3,Organic_compounds,Organic_acids_and_derivatives,Carboxylic_acids_and_derivatives,"Amino_acids,_peptides,_and_analogues",Dipeptides,,,Alkaloids,0,KM_5,KM_17,KM_14,KM_15,KM_21,KM_2,KM_28,KM_22,KM_64
1089,JLNXFEVMLSPEKE-UHFFFAOYSA-N,Cc1oc2cc3oc(=O)c(CCC(=O)NCCCn4ccnc4)c(C)c3cc2c1C,Organic_compounds,Phenylpropanoids_and_polyketides,Coumarins_and_derivatives,Furanocoumarins,Psoralens,Furocoumarins;_Simple_coumarins,Coumarins,Shikimates_and_Phenylpropanoids,0,KM_6,KM_16,KM_5,KM_26,KM_5,KM_36,KM_36,KM_36,KM_10
1090,JHEBMTRMMJXPTM-UHFFFAOYSA-N,COc1c(CC=C(C)C)cc(cc1CC=C(C)C)C2CC(=O)c3c(O)cc(O)cc3O2,Organic_compounds,Phenylpropanoids_and_polyketides,Flavonoids,Flavans,3'-prenylated_flavanones,Flavanones;_Isoflavanones,Isoflavonoids;_Flavonoids,Shikimates_and_Phenylpropanoids,0,KM_6,KM_10,KM_10,KM_25,KM_15,KM_11,KM_11,KM_11,KM_32
1091,VQHQLBARMFAKSV-UHFFFAOYSA-N,CC(=O)OC1CCC2C3CCc4cc(OC(=O)C)ccc4C3CCC12C,Organic_compounds,Lipids_and_lipid-like_molecules,Steroids_and_steroid_derivatives,Steroid_esters,Steroid_esters,Estrane_steroids,Steroids,Terpenoids,0,KM_3,KM_2,KM_2,KM_21,KM_2,KM_38,KM_17,KM_25,KM_42
1092,LDOZOWGJNHIECR-LLBXSCRASA-N,C[C@@H]1CC(=O)[C@H]2CC(=CCC[C@@H]2[C@@]1(C)CC/C(=C/CO)/CO)CO,Organic_compounds,Lipids_and_lipid-like_molecules,Fatty_Acyls,Fatty_alcohols,Fatty_alcohols,,Diterpenoids,Terpenoids,0,KM_3,KM_2,KM_2,KM_21,KM_2,KM_38,KM_17,KM_25,KM_42
1093,ZEIHSLCNUGOYKG-HNNXBMFYSA-N,Cc1c(C)c2c(OCC(=O)N3CCC[C@H]3C(=O)O)cc4OC(C)(C)CCc4c2oc1=O,Organic_compounds,Phenylpropanoids_and_polyketides,Coumarins_and_derivatives,Pyranocoumarins,Angular_pyranocoumarins,Simple_coumarins,Coumarins,Shikimates_and_Phenylpropanoids,0,KM_2,KM_14,KM_16,KM_27,KM_27,KM_29,KM_9,KM_18,KM_79
1094,DPIAJERHFDBLPT-UHFFFAOYSA-N,CC(=O)Oc1ccc2c(=O)c(c(C)oc2c1)c3ccccc3,Organic_compounds,Phenylpropanoids_and_polyketides,Isoflavonoids,Isoflav-2-enes,Isoflavones,Chromones,Chromanes,Polyketides,0,KM_6,KM_6,KM_6,KM_6,KM_11,KM_6,KM_6,KM_9,KM_11
1095,ZKIUZXSOQMYIAW-DEOSSOPVSA-N,OC(=O)[C@H](Cc1c[nH]c2ccc(O)cc12)NC(=O)COc3ccc4c(cc(=O)oc4c3)c5ccccc5,Organic_compounds,Phenylpropanoids_and_polyketides,Neoflavonoids,Neoflavones,Neoflavones,,,Shikimates_and_Phenylpropanoids,0,KM_8,KM_12,KM_22,KM_12,KM_31,KM_24,KM_24,KM_35,KM_31
1096,FTODBIPDTXRIGS-UHFFFAOYSA-N,COc1cc(ccc1O)C2CC(=O)c3c(O)cc(O)cc3O2,Organic_compounds,Phenylpropanoids_and_polyketides,Flavonoids,O-methylated_flavonoids,3'-O-methylated_flavonoids,Flavanones,Flavonoids,Shikimates_and_Phenylpropanoids,0,KM_6,KM_10,KM_10,KM_25,KM_15,KM_25,KM_18,KM_6,KM_32
